Version,1.00
Filename,C:\IonVantage Projects\U-Pb.PRO\Data\981_02PPM B.RAW\981_02PPM B-2052
Sample No,19
Sample ID,981_02PPM B
Sample Type,
Analysis name,
User name,nmm
Method name,C:\IonVantage Projects\U-Pb.PRO\ACQUDB\Pb-4-5-6-7-8 Daly 10-5-5-5-2 seconds
MS Tune file,
Inlet file,
Serial Number,2052
Centre Channel,RM
DataDump Level,CSV-RAW
Acquire Date,Friday 29 July 2016 12:29:2
Cycles per Block,10
Num. Blocks,100
Num. Sequences,5
#START
ID,Block,Cycle,Integ,Time,Mass,Low5,Low4,Low3,Low2,Ax Fara,Axial,High1,High2,High3,High4
S1,2,1,83,3057.608,203.977,-441341.925340,-398912.498415,-311961.949691,-202202.825764,-105511.889338,1124.831955,27141.019491,309316.287860,771006.771976,865339.521681
S1,2,1,84,3057.713,203.977,-417849.903130,-391735.738062,-291411.928690,-199055.991651,-103804.163976,1124.787840,34746.934338,310942.983597,762286.739548,866015.054696
S1,2,1,85,3057.809,203.977,-439955.510910,-402969.518579,-298008.993603,-205167.589519,-90096.602335,1124.747506,33529.046366,312911.584129,765545.006102,857634.037273
S1,2,1,86,3057.914,203.977,-432484.277620,-400629.036675,-307696.811281,-201949.688356,-97968.622992,1124.703391,20778.431868,301776.045993,758911.121415,872707.932127
S1,2,1,87,3058.010,203.977,-419775.478720,-394732.575459,-306199.405199,-195674.736871,-104410.309593,1124.663057,29398.832844,313012.051692,766256.706947,866446.748351
S1,2,1,88,3058.115,203.977,-417926.926160,-404846.273599,-293783.284799,-189121.563069,-109442.330573,1124.618941,26880.066088,313496.045581,762521.860090,877052.782689
S1,2,1,89,3058.211,203.977,-443036.431860,-401967.943164,-298362.570083,-201027.390686,-91418.478738,1124.578608,29200.445305,307291.641515,769044.908923,864025.027717
S1,2,1,90,3058.316,203.977,-427862.896200,-398094.203130,-290523.997519,-194063.820315,-99973.329253,1124.534492,32536.101240,303444.392603,766426.387189,866071.807610
S1,2,1,91,3058.412,203.977,-425167.090380,-392077.926317,-303100.951349,-196247.877582,-95388.228131,1124.494159,28110.462304,312549.564223,760558.165759,868419.494705
S1,2,1,92,3058.517,203.977,-430404.655980,-399443.281087,-294989.770542,-195277.460473,-101031.344896,1124.450043,26124.710286,305528.682229,776548.095653,866664.834553
S1,2,1,93,3058.613,203.977,-422240.215480,-403724.309316,-296295.476781,-197751.468448,-109390.160606,1124.409710,36765.490361,302420.013399,760089.448721,860791.445198
S1,2,1,94,3058.718,203.977,-411148.900080,-400750.812387,-293225.058285,-201442.763309,-104768.134241,1124.365594,30965.091098,305591.234781,768255.543411,863325.613947
S1,2,1,95,3058.813,203.977,-431791.070410,-401738.341482,-293350.489412,-210407.719974,-106510.790900,1124.325681,18436.019264,312639.130036,771248.034488,868386.523104
S1,2,1,96,3058.918,203.977,-431791.070410,-399946.479806,-292619.143236,-203038.871936,-93309.857386,1124.281565,34786.517089,306007.304622,764813.507941,866706.546628
S1,2,1,97,3059.014,203.977,-443421.546980,-411216.004327,-294622.949072,-186071.619519,-94997.155665,1124.241232,29255.433807,307974.601866,768959.029913,862001.826047
S1,2,1,98,3059.119,203.977,-433100.461810,-396871.665291,-297340.288605,-202276.548780,-105672.655613,1124.197116,24468.227837,315668.913267,776958.850378,859997.957331
S1,2,1,99,3059.215,203.977,-414383.867070,-405599.443571,-300589.010094,-200334.083770,-112872.064823,1124.156783,35895.943278,300368.134427,768108.443865,869341.556421
S1,2,1,100,3059.321,203.977,-418235.018250,-389476.861133,-298481.237368,-204256.334829,-96417.419194,1124.112247,28778.552085,302119.770056,780318.370081,867465.910042
S2,2,1,1,3061.510,205.007,-425321.136420,-397026.568712,-298209.743631,-201101.871775,-101476.345096,22559.925454,214335.018703,662511.011129,762541.671495,298183.697723
S2,2,1,2,3061.616,205.007,-427015.642940,-398819.125850,-301162.054141,-200374.768491,-109265.422288,22559.030938,214428.213150,666166.713654,764262.281710,303860.030610
S2,2,1,3,3061.711,205.007,-412766.383570,-404959.275302,-303670.309323,-194791.425159,-104450.700510,22558.229249,205692.907771,663603.287787,757958.639720,294265.093046
S2,2,1,4,3061.816,205.007,-437028.636010,-392131.811659,-296622.463251,-204718.298820,-102472.131854,22557.343172,198604.348437,667942.237801,761173.545224,307732.667896
S2,2,1,5,3061.912,205.007,-427631.827130,-405312.480193,-300419.247469,-196101.546396,-98301.648011,22556.533045,196879.544043,672476.169561,766251.421194,299453.050493
S2,2,1,6,3062.017,205.007,-426014.343640,-399938.542367,-303782.625459,-206427.714064,-106981.600857,22555.646968,212467.933820,659512.182056,760077.862655,304628.388647
S2,2,1,7,3062.113,205.007,-438183.981370,-399504.729238,-298044.319162,-201582.298619,-99837.049556,22554.836841,211628.203566,668480.356220,771939.927089,310886.554740
S2,2,1,8,3062.218,205.007,-436181.382760,-396503.862725,-297131.519280,-198954.209593,-100957.679985,22553.950764,211114.699089,670817.275713,769279.409644,308777.147561
S2,2,1,9,3062.314,205.007,-431482.978310,-398560.670825,-296596.584449,-203972.076781,-99534.208420,22553.140636,202868.281677,665792.674897,767337.206755,307982.557890
S2,2,1,10,3062.419,205.007,-436258.405780,-398971.230801,-304557.112760,-206082.753607,-102192.886619,22552.254559,206121.075262,660867.330127,767559.518114,298971.855380
S2,2,1,11,3062.514,205.007,-430635.725050,-401896.868027,-290920.402612,-202130.173431,-96467.290024,22551.452871,211477.396550,663544.820817,770102.022130,300562.731935
S2,2,1,12,3062.619,205.007,-426553.504800,-394483.353004,-302096.243540,-199017.709074,-105557.894876,22550.566794,214947.109169,668901.019823,760799.150472,297682.248103
S2,2,1,13,3062.715,205.007,-434794.968330,-397879.676321,-302340.358520,-202618.572265,-92585.418416,22549.756666,205673.331986,660827.395336,765776.644920,296052.183365
S2,2,1,14,3062.820,205.007,-433177.484830,-396619.159027,-294504.285633,-191107.462032,-99870.588886,22548.870589,216100.094881,672263.050467,778965.188028,297297.731820
S2,2,1,15,3062.916,205.007,-443806.662090,-396387.289406,-293480.944465,-201688.386172,-91491.024628,22548.060462,208876.012172,662902.151390,778030.395292,300140.936656
S2,2,1,16,3063.021,205.007,-420314.639890,-403003.061186,-298593.111853,-207228.823826,-88087.966140,22547.174385,206218.127797,657983.781878,764547.153210,290708.261888
S2,2,1,17,3063.117,205.007,-429403.356680,-403832.505166,-314750.444241,-198771.202129,-104402.708389,22546.364258,208692.918545,670451.349681,761743.320777,297556.870841
S2,2,1,18,3063.222,205.007,-435180.083450,-404183.088654,-301196.491072,-208662.517829,-98969.539416,22545.478181,211199.539669,673604.034530,754686.784746,299199.599729
S2,2,1,19,3063.318,205.007,-440879.787200,-402204.569854,-293042.868600,-205951.053081,-106340.988068,22544.668053,208413.387788,662752.801529,772401.196251,299796.508345
S2,2,1,20,3063.423,205.007,-428710.149460,-397068.780957,-296096.338121,-193554.966893,-98215.817298,22543.781976,211878.917683,671636.663526,776609.234258,305626.524357
S2,2,1,21,3063.519,205.007,-438723.142530,-396602.471371,-305159.080015,-201228.225783,-95631.228681,22542.971849,211499.147235,669555.803904,766119.208399,300136.496991
S2,2,1,22,3063.624,205.007,-423780.675950,-402548.806080,-302761.061478,-193016.648866,-97259.278576,22542.085772,210924.009463,673552.596304,764925.116988,294355.925145
S2,2,1,23,3063.720,205.007,-410455.692870,-407972.947577,-303982.374869,-193113.625588,-99770.811123,22541.275645,211349.952694,664287.825173,775689.999205,294184.366874
S2,2,1,24,3063.825,205.007,-409069.278440,-403193.082355,-291348.489657,-196828.590175,-100762.276562,22540.389568,202084.877001,664591.553500,755522.343338,289660.275829
S2,2,1,25,3063.921,205.007,-430404.655980,-393744.028537,-300899.221530,-206786.824491,-110818.992099,22539.579440,209448.855190,662047.578754,764715.027308,305422.277533
S2,2,1,26,3064.026,205.007,-428787.172490,-405382.318900,-297348.070407,-195600.286702,-101484.075170,22538.693363,197137.739561,655156.565851,778589.119548,309466.322170
S2,2,1,27,3064.121,205.007,-423780.675950,-402091.869593,-304962.577329,-200963.834677,-97714.895487,22537.891675,207107.712818,668383.755194,767781.353072,295628.143353
S2,2,1,28,3064.226,205.007,-423549.606880,-389032.924289,-298454.554101,-194366.291732,-96387.453289,22537.005598,212502.001800,664447.968993,764390.228264,297112.755296
S2,2,1,29,3064.322,205.007,-428170.988300,-400236.007662,-291905.262929,-195455.728929,-100560.882363,22536.195470,211086.450950,679225.986632,760940.863394,296857.826535
S2,2,1,30,3064.427,205.007,-436951.612990,-405964.993595,-302158.869719,-201186.714146,-93886.848799,22535.309393,194372.057631,658901.567916,771768.310659,293786.085916
S2,2,1,31,3064.523,205.007,-420699.755010,-399987.480987,-301242.045193,-208384.454381,-91930.481647,22534.499266,203440.591995,678543.615007,762147.118252,301359.918662
S2,2,1,32,3064.628,205.007,-430250.609940,-395110.031547,-291961.249371,-193851.952177,-107284.101776,22533.613189,206699.546333,668532.263332,766478.394520,307925.931428
S2,2,1,33,3064.724,205.007,-418235.018250,-391686.024872,-299719.762857,-195410.723517,-100251.952508,22532.803062,206937.721364,672162.829490,769260.550862,293503.503613
S2,2,1,34,3064.829,205.007,-424165.791070,-402666.514579,-293150.027462,-204883.320121,-102334.108795,22531.916985,209699.843891,661485.990231,764856.154660,297735.072551
S2,2,1,35,3064.925,205.007,-434949.014380,-397593.330728,-298739.124835,-202436.827226,-96782.475339,22531.106857,205691.247787,665005.751527,765990.021260,291166.831241
S2,2,1,36,3065.030,205.007,-419159.294540,-400233.659756,-301074.134139,-199545.733432,-94265.970178,22530.220780,206374.919548,661780.087273,757371.853784,304737.969060
S2,2,1,37,3065.126,205.007,-433485.576930,-398438.685137,-296728.633300,-204931.825056,-101007.161181,22529.410653,196972.493696,658237.785913,767911.309757,301936.114315
S2,2,1,38,3065.231,205.007,-440494.672080,-401510.049557,-303952.602595,-204476.482224,-101114.510432,22528.524576,210159.051850,670779.294113,761670.263504,304061.043491
S2,2,1,39,3065.327,205.007,-439185.280680,-402689.841825,-306830.105304,-189972.182965,-98447.714681,22527.714448,209520.382731,662582.147075,759471.681759,298107.683061
S2,2,1,40,3065.432,205.007,-429711.448770,-394613.115303,-301630.151698,-203660.133315,-102842.979893,22526.828372,204940.108814,666147.639403,766616.147445,293637.197349
S2,2,1,41,3065.527,205.007,-430866.794130,-408327.078367,-299817.749848,-194016.994734,-94337.413417,22526.026683,206371.265967,674633.378389,764507.299754,302942.612838
S2,2,1,42,3065.632,205.007,-429018.241560,-398016.136347,-291934.154682,-197438.754847,-105060.559749,22525.140606,210230.039840,677009.314951,765942.034874,298597.803962
S2,2,1,43,3065.728,205.007,-431097.863200,-398270.080207,-300231.503996,-199979.262209,-90809.864898,22524.330479,212028.553516,673196.524317,763004.988178,301674.909702
S2,2,1,44,3065.833,205.007,-435950.313680,-413772.086223,-305281.241236,-199576.066220,-106851.864208,22523.444402,202695.517292,660361.497868,761665.516898,301229.749946
S2,2,1,45,3065.929,205.007,-425013.044330,-399391.948283,-300315.948532,-195828.538861,-94637.832483,22522.634274,215448.926767,667995.754824,764558.777048,305219.566721
S2,2,1,46,3066.034,205.007,-430096.563890,-407900.889567,-300704.284114,-213123.129188,-100406.535935,22521.748197,207444.896681,663884.551454,761651.469087,311633.032581
S2,2,1,47,3066.130,205.007,-424781.975260,-398657.231215,-290294.844399,-199411.404918,-108712.959566,22520.938070,206636.772883,665763.535157,759261.136733,302098.654147
S2,2,1,48,3066.235,205.007,-417541.811040,-398242.277835,-298961.467889,-191577.792484,-83049.862740,22520.051993,198470.598580,671682.543725,763081.410030,307577.300952
S2,2,1,49,3066.331,205.007,-426938.619920,-399122.528309,-307058.383922,-200571.772155,-99719.916743,22519.241865,207130.358560,669846.262584,766241.453051,298507.027512
S2,2,1,50,3066.436,205.007,-422933.422690,-404873.519118,-306910.591989,-193563.343346,-108001.535129,22518.355789,207255.026260,657061.502111,766284.501952,291922.707932
S3,2,1,1,3068.626,206.007,-436104.359730,-398071.931731,-301891.311760,-195891.504040,-73858.227116,166252.836791,568905.020873,658632.661732,198855.235483,301846.882748
S3,2,1,2,3068.731,206.007,-425629.228520,-399386.472904,-303511.757110,-189720.934527,-75269.439415,166246.289519,560708.314337,667313.460529,204263.612247,304443.374534
S3,2,1,3,3068.826,206.007,-417464.788020,-400352.262337,-301002.130370,-194918.888308,-69576.047163,166240.365796,566843.196991,667471.003404,210261.836808,298148.471435
S3,2,1,4,3068.931,206.007,-439570.395790,-403464.209393,-299712.800656,-200153.879153,-73136.549289,166233.818524,568712.103714,674630.346150,198791.732737,301039.677415
S3,2,1,5,3069.027,206.007,-415462.189400,-401760.462310,-299139.801738,-199141.202482,-70791.182841,166227.832447,568997.594049,667011.641447,199784.775924,309760.693358
S3,2,1,6,3069.132,206.007,-436566.497870,-402445.162502,-299350.322141,-202193.191628,-69489.959001,166221.285175,562014.945779,665302.373107,206606.033568,298009.556328
S3,2,1,7,3069.228,206.007,-421701.054310,-401329.094723,-311347.937951,-191969.878632,-75288.296507,166215.299098,569199.458456,664650.185819,195517.623916,296735.094645
S3,2,1,8,3069.333,206.007,-442497.270690,-399282.048155,-304927.333735,-197924.402844,-70782.723905,166208.751826,564772.324118,667203.119401,209989.037613,292906.245528
S3,2,1,9,3069.429,206.007,-422394.261530,-405927.106445,-295893.956253,-198231.807194,-70507.036731,166202.765749,561519.858463,673344.325495,203107.628568,300245.809687
S3,2,1,10,3069.534,206.007,-430558.702030,-388665.005865,-296371.061327,-200688.912329,-76363.251751,166196.218477,572105.127277,665467.967784,202708.797352,300780.321752
S3,2,1,11,3069.630,206.007,-430481.679010,-397988.128593,-300418.768634,-203920.019701,-77079.146947,166190.232400,568521.016482,658223.183107,199577.896190,298956.913054
S3,2,1,12,3069.735,206.007,-423087.468740,-401153.134635,-296011.724084,-196831.783681,-79098.875703,166183.685128,567218.923728,656315.540374,203968.782675,304828.257082
S3,2,1,13,3069.831,206.007,-427708.850160,-401030.076920,-300731.573057,-199137.702299,-69481.962160,166177.699050,564278.406599,663956.531730,194888.621983,306740.767415
S3,2,1,14,3069.936,206.007,-435642.221590,-399812.722196,-311423.479016,-196492.253029,-77346.122477,166171.151778,562807.347778,669432.821939,199013.293521,300829.063519
S3,2,1,15,3070.032,206.007,-411611.038220,-391104.592226,-297566.414909,-203112.893805,-64905.115035,166165.165701,572388.393810,669611.262128,200585.983207,299501.980310
S3,2,1,16,3070.137,206.007,-434255.807160,-391111.135306,-290486.513823,-200744.466202,-79763.952343,166158.618429,555800.882782,657223.523213,203405.317752,294687.635760
S3,2,1,17,3070.232,206.007,-425167.090380,-392218.712331,-294348.730989,-200672.928746,-72261.267614,166152.694707,562423.990479,663467.504502,205065.379080,299930.239210
S3,2,1,18,3070.337,206.007,-424242.814090,-405763.909015,-299479.810869,-195666.582042,-66874.475853,166146.147435,568281.511677,667116.888565,200220.437896,300145.393122
S3,2,1,19,3070.433,206.007,-412073.176360,-402167.515571,-295173.087653,-201839.780062,-66118.137887,166140.161358,569535.374646,659236.406283,198383.138087,300421.795225
S3,2,1,20,3070.538,206.007,-427323.735040,-398192.628857,-300822.058638,-203977.028444,-72401.905007,166133.614086,563642.047333,664396.334070,205295.158962,297954.216756
S3,2,1,21,3070.634,206.007,-426476.481780,-400963.458802,-304161.921057,-197144.288709,-70647.477966,166127.628009,567157.578336,660793.202429,197097.578992,294188.059889
S3,2,1,22,3070.739,206.007,-440263.603010,-399252.939960,-307739.075172,-199595.247315,-66056.482141,166121.080737,566122.834450,671586.783413,199995.990431,297277.891566
S3,2,1,23,3070.835,206.007,-436643.520900,-403931.598949,-298530.935699,-198527.617665,-77027.534663,166115.094659,560448.895148,663683.852604,201307.413320,300805.451899
S3,2,1,24,3070.940,206.007,-429634.425750,-404531.357843,-303225.766988,-189920.968644,-75638.867650,166108.547387,569840.309644,668577.704180,192671.988931,302369.030257
S3,2,1,25,3071.036,206.007,-422394.261530,-400816.498870,-303804.716717,-203348.354489,-82032.862945,166102.561310,564119.820097,657470.195969,188679.699074,307449.117970
S3,2,1,26,3071.141,206.007,-446425.444900,-399005.135741,-297611.648548,-201343.771301,-69350.640682,166096.014038,556799.182383,660367.407429,208367.656870,296269.994338
S3,2,1,27,3071.237,206.007,-416155.396610,-399474.115561,-296894.701879,-191582.815003,-57351.274272,166090.027961,566887.392750,668647.972180,193241.790330,300110.448452
S3,2,1,28,3071.342,206.007,-428170.988300,-395185.653907,-303195.728696,-190661.923585,-72522.457058,166083.480689,562329.097305,672443.978443,206535.816641,303428.575118
S3,2,1,29,3071.438,206.007,-435411.152520,-404378.592305,-299372.105397,-198852.649282,-69513.901125,166077.494612,563414.186739,658367.019175,194642.114220,304659.928454
S3,2,1,30,3071.543,206.007,-406681.564710,-400406.293637,-298966.349998,-195610.454942,-70158.317976,166070.947340,577635.346378,672241.394368,201863.370222,289904.826550
S3,2,1,31,3071.639,206.007,-436335.428800,-396816.698073,-309556.793138,-196898.712552,-72122.841298,166064.961263,564918.695642,665299.228408,193394.767349,292713.540700
S3,2,1,32,3071.744,206.007,-430327.632960,-402019.883438,-296003.611669,-197624.878476,-79164.982865,166058.413991,563013.059255,658329.790864,201011.545332,298041.297767
S3,2,1,33,3071.839,206.007,-434871.991350,-397615.080443,-284245.024110,-193888.672678,-70020.490797,166052.490268,561168.364435,665586.342074,198851.179746,290438.501290
S3,2,1,34,3071.944,206.007,-430481.679010,-406875.908015,-296496.859773,-207055.778150,-70231.743226,166045.942996,570908.089689,660178.965344,204052.424310,296116.740316
S3,2,1,35,3072.040,206.007,-421161.893150,-398590.298985,-297000.808477,-191038.301993,-78277.218402,166039.956919,566885.125237,666290.866878,199988.338992,293020.175852
S3,2,1,36,3072.145,206.007,-418620.133370,-398596.439993,-302259.637908,-200909.915261,-68659.010103,166033.409647,565242.988335,659612.526761,207265.647248,299270.760190
S3,2,1,37,3072.241,206.007,-427477.781090,-403716.001714,-309005.165473,-200726.680263,-74525.808638,166027.423570,561762.367723,662278.501275,200255.788754,298488.661165
S3,2,1,38,3072.346,206.007,-430327.632960,-406825.572039,-302548.623866,-198959.879465,-69800.611462,166020.876298,552848.278919,661856.670727,202066.964063,304813.626196
S3,2,1,39,3072.442,206.007,-429018.241560,-403474.241608,-293699.344721,-191112.444076,-68613.228317,166014.890221,565020.325824,654345.915679,207667.880513,299723.897611
S3,2,1,40,3072.547,206.007,-425552.205500,-401498.450297,-300155.268371,-194809.216810,-76259.027177,166008.342949,565106.086139,661609.267918,203298.429837,300214.587117
S3,2,1,41,3072.643,206.007,-443806.662090,-402452.383581,-296749.380366,-195300.663664,-81343.985649,166002.356872,561955.548991,661781.097616,207219.537982,302002.480573
S3,2,1,42,3072.748,206.007,-424936.021310,-400602.215223,-299482.089205,-199620.207923,-70686.878742,165995.809600,564778.023349,662358.299280,201522.037824,314617.869258
S3,2,1,43,3072.844,206.007,-412458.291480,-406815.655207,-301632.907368,-196437.894728,-71492.212231,165989.823522,564396.880717,664094.767961,191938.340523,299834.365065
S3,2,1,44,3072.949,206.007,-416463.488710,-400473.745288,-298376.132990,-202336.967198,-73578.076267,165983.276250,561151.075274,670662.231206,195890.966887,300552.837797
S3,2,1,45,3073.045,206.007,-418697.156390,-397665.390703,-299236.145390,-200877.760400,-74137.011084,165977.290173,565694.358752,667445.079528,193907.265701,294281.711014
S3,2,1,46,3073.150,206.007,-430558.702030,-400166.475700,-296509.379418,-201472.753538,-73469.119408,165970.742901,567628.805374,660973.060799,197620.873518,297107.570370
S3,2,1,47,3073.245,206.007,-425629.228520,-397878.443790,-295804.476485,-199144.287633,-71033.014004,165964.819179,557062.054681,660615.378740,203427.008433,297726.601850
S3,2,1,48,3073.350,206.007,-433485.576930,-398187.398217,-294716.331701,-194663.749927,-68187.465346,165958.271907,558224.663793,664520.681537,204194.296219,305520.737443
S3,2,1,49,3073.446,206.007,-416463.488710,-407315.193501,-295679.511026,-210310.944882,-69790.308545,165952.285830,561108.590241,664628.296358,200512.481701,300119.953543
S3,2,1,50,3073.551,206.007,-430943.817150,-403612.325307,-303619.978184,-196542.974928,-75761.153859,165945.738558,568048.917382,658511.514500,189774.896992,294686.776906
S4,2,1,1,3075.741,207.020,-425629.228520,-407152.100909,-294772.656806,-166255.336656,102627.628354,450716.084169,558733.275017,99280.271623,204385.461406,303739.834260
S4,2,1,2,3075.846,207.020,-425244.113400,-402738.247756,-301591.450876,-171444.769863,103642.917343,450698.286838,554105.617977,96716.641741,199092.010172,311846.415979
S4,2,1,3,3075.941,207.020,-425937.320610,-389046.318314,-304657.549381,-178116.268448,99128.698026,450682.184492,568189.810962,97938.919237,208115.516004,287269.517056
S4,2,1,4,3076.046,207.020,-419775.478720,-395624.428395,-299348.601930,-172777.428360,109199.094162,450664.387161,573175.456604,102837.838271,201409.716349,303475.362143
S4,2,1,5,3076.142,207.020,-439570.395790,-405047.074539,-298411.577808,-173942.273054,105791.125343,450648.115316,566320.736928,97725.900017,198673.302878,302149.366080
S4,2,1,6,3076.247,207.020,-425475.182470,-391484.430379,-282141.245298,-173010.216160,113530.988797,450630.317986,567862.756165,91799.260446,201229.431156,304977.518645
S4,2,1,7,3076.343,207.020,-427323.735040,-397830.719864,-299195.493962,-183392.782960,113526.217990,450614.046141,561849.269773,95814.863966,202129.652399,300193.985792
S4,2,1,8,3076.448,207.020,-427785.873180,-407005.148904,-305360.692398,-168185.328161,101119.677428,450596.248811,564439.995893,90066.930248,195292.774357,305240.906413
S4,2,1,9,3076.544,207.020,-429634.425750,-403795.403592,-297926.395184,-172289.278647,96146.627769,450579.976966,563790.648674,103468.849279,192340.778401,302605.734770
S4,2,1,10,3076.649,207.020,-418389.064300,-389410.284874,-298839.121654,-170392.010351,114089.141009,450562.179635,560747.858321,98743.765744,202980.828533,297430.498345
S4,2,1,11,3076.745,207.020,-428941.218530,-400784.902603,-295218.843730,-168919.498830,103915.435859,450545.907790,561963.175974,98882.842905,199322.555893,303456.934211
S4,2,1,12,3076.850,207.020,-427246.712020,-403181.736304,-296572.967234,-181915.046415,97514.474586,450528.110460,560578.191327,101731.665146,211207.352850,309517.245799
S4,2,1,13,3076.946,207.020,-427554.804110,-399815.092200,-301391.825218,-167642.721538,107914.242023,450511.838615,564924.286325,108982.683225,195060.543675,294434.587910
S4,2,1,14,3077.046,207.020,-427092.665970,-401597.233791,-302814.720766,-164547.061084,108190.000685,450494.888777,563914.715497,99358.125938,204675.837152,310228.999075
S4,2,1,15,3077.152,207.020,-456361.414940,-399187.603537,-304743.906849,-164084.251322,110487.135281,450476.921948,566736.879772,110129.317939,202525.837997,307366.341196
S4,2,1,16,3077.247,207.020,-412304.245430,-407841.007763,-292668.334589,-165191.486231,100888.438957,450460.819601,555977.885423,100618.843254,203671.531670,299483.702368
S4,2,1,17,3077.352,207.020,-449968.503980,-400468.029088,-297048.932198,-175355.190064,115387.635766,450443.022271,561833.079842,102444.475909,198786.774550,298347.565691
S4,2,1,18,3077.448,207.020,-436258.405780,-401914.937351,-297536.542347,-169452.321962,105615.264502,450426.750426,563706.409648,95968.759356,195453.279932,295166.876269
S4,2,1,19,3077.553,207.020,-416309.442660,-402681.830747,-296679.279921,-166548.952995,114000.993892,450408.953095,561218.312427,99432.853907,203344.202265,302481.121395
S4,2,1,20,3077.649,207.020,-441110.856270,-402244.462434,-296483.435759,-169547.818246,96814.824354,450392.681250,563198.102224,100541.888647,197371.308077,301940.203014
S4,2,1,21,3077.754,207.020,-431945.116460,-393017.353875,-297971.723230,-179463.896232,104370.485734,450374.883920,565336.789790,98511.327793,206356.412255,298060.980691
S4,2,1,22,3077.850,207.020,-423087.468740,-400880.366364,-301891.329964,-163196.628539,103191.044031,450358.612075,570985.194772,100797.882427,197925.793440,305548.821095
S4,2,1,23,3077.955,207.020,-412920.429620,-404038.388926,-300131.890943,-174567.199456,106457.661593,450340.814745,568630.177033,109981.379726,207989.593579,306104.017381
S4,2,1,24,3078.050,207.020,-434178.784140,-401878.361815,-287122.050716,-173917.154782,107374.644308,450324.712398,554468.410449,99091.075847,203279.951665,293691.940449
S4,2,1,25,3078.155,207.020,-426630.527830,-399030.583075,-288443.763750,-177630.404587,108732.466950,450306.915068,567599.566059,97168.977145,198838.376015,293608.814744
S4,2,1,26,3078.251,207.020,-422779.376650,-400356.268406,-302371.278140,-179805.984358,108578.377855,450290.643223,563956.223536,93435.223477,189630.318360,307067.079174
S4,2,1,27,3078.356,207.020,-420391.662910,-392043.068428,-299534.344178,-175580.157360,99609.872761,450272.845892,573938.985904,101535.396413,192273.755398,294812.453553
S4,2,1,28,3078.452,207.020,-442112.155570,-399612.881329,-299387.151206,-175976.497966,111615.467993,450256.574047,565675.221037,98054.261110,199272.739836,308711.315868
S4,2,1,29,3078.557,207.020,-431251.909240,-386667.060065,-297177.384163,-174412.365535,109153.199485,450238.776717,563728.416929,92548.891267,195261.344459,307203.987811
S4,2,1,30,3078.653,207.020,-438954.211610,-391344.045191,-297840.685361,-163939.220633,112380.789375,450222.504872,565781.336380,104290.050050,207237.059063,305111.243000
S4,2,1,31,3078.758,207.020,-427862.896200,-401400.340653,-300371.553525,-169906.804599,108039.826180,450204.707542,557917.122379,107182.195592,198052.134497,297522.611733
S4,2,1,32,3078.854,207.020,-437028.636010,-401457.958069,-298988.221267,-168190.679066,109220.688634,450188.435697,569317.914017,99753.158795,200535.644164,312765.228458
S4,2,1,33,3078.959,207.020,-459134.243790,-406250.525103,-305893.141956,-168349.722488,112369.218601,450170.638366,559595.425381,102354.991688,198628.725509,309242.273092
S4,2,1,34,3079.055,207.020,-430096.563890,-397054.371774,-302141.120031,-172305.781677,103103.609751,450154.366521,556836.913280,101113.226057,201432.452062,287326.781735
S4,2,1,35,3079.160,207.020,-435103.060420,-403566.416945,-297955.505985,-173015.991040,113848.197997,450136.569191,563630.620151,103123.135590,197097.584850,298303.104032
S4,2,1,36,3079.256,207.020,-432484.277620,-400078.298541,-296656.768530,-171593.260070,113388.964072,450120.297346,567529.878032,105428.569776,194216.511194,300168.176142
S4,2,1,37,3079.361,207.020,-435950.313680,-400137.298984,-298699.553772,-172704.597246,106620.816624,450102.500015,570197.856884,96894.268891,199997.595980,297326.563899
S4,2,1,38,3079.457,207.020,-425475.182470,-399836.733341,-298317.116976,-171967.932891,107883.220983,450086.228170,563158.637478,97380.209507,199318.033938,302404.715958
S4,2,1,39,3079.562,207.020,-428016.942250,-402812.975073,-300031.929186,-166379.934376,97727.408517,450068.430840,557005.240326,100544.652877,198166.526980,295162.013563
S4,2,1,40,3079.657,207.020,-424704.952240,-393303.978943,-304282.631055,-165820.402001,106069.155602,450052.328493,555079.059187,97141.259078,206248.884590,291196.404289
S4,2,1,41,3079.762,207.020,-437028.636010,-392998.614541,-289129.862486,-173965.956171,100078.961839,450034.531163,559670.244092,105738.647474,188837.296230,306087.775067
S4,2,1,42,3079.858,207.020,-418543.110350,-398788.030671,-301341.210097,-167745.192645,100598.790614,450018.259318,563276.777510,106377.095460,205826.039262,302368.293677
S4,2,1,43,3079.963,207.020,-424396.860140,-393832.288240,-299027.237732,-176274.299784,113258.477189,450000.461988,572505.462656,109002.502911,213127.585280,299129.083591
S4,2,1,44,3080.059,207.020,-437413.751130,-405676.137906,-310854.631797,-170472.676016,93280.930939,449984.190143,559565.809265,111755.301575,198036.478625,301723.778333
S4,2,1,45,3080.164,207.020,-422471.284550,-398984.685009,-299428.673973,-171396.448891,110711.521771,449966.392812,561748.356395,103123.778324,194227.435364,299482.981435
S4,2,1,46,3080.260,207.020,-437028.636010,-391537.819476,-299649.814740,-170611.969540,98339.161163,449950.120967,569262.604047,101558.426973,188556.432628,299667.522202
S4,2,1,47,3080.365,207.020,-417233.718940,-398341.284141,-294446.335359,-167886.499054,99910.143778,449932.323637,561337.894140,92874.697787,196524.180914,296684.744169
